image_index,width,height,aspect_ratio,total_pixels,mean_red,mean_green,mean_blue,std_red,std_green,std_blue,brightness,num_positive_attributes,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Male,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young,Has_Facial_Hair,Uses_Makeup,Wears_Accessories
1163,178,218,0.8165137614678899,38804,178.8664055252036,159.68101226677663,130.23979486650862,79.40928431730178,75.28082318351511,75.53881115862087,156.2624042194963,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1164,178,218,0.8165137614678899,38804,84.06988970209257,73.57192557468302,69.69497989897948,92.32755463059642,81.47665570326396,83.51476857415673,75.7789317252517,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1165,178,218,0.8165137614678899,38804,80.15784455210803,52.896093186269454,42.23430574167612,80.61930013671362,55.11460472364003,45.177930450139826,58.4294144933512,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1166,178,218,0.8165137614678899,38804,179.60821049376352,158.6783579012473,137.1407844552108,68.70264787451806,70.43026544837731,76.98135725867748,158.4757842834072,16,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1
1167,178,218,0.8165137614678899,38804,183.81945160292753,160.81048345531389,148.84117616740542,82.22768326176224,82.17522064049446,83.4053309830129,164.49037040854896,10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
1168,178,218,0.8165137614678899,38804,124.30324193382125,77.45108751675085,42.58550664879909,55.89436973238685,42.25479424197905,31.31288612807528,81.44661203312373,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1169,178,218,0.8165137614678899,38804,86.84594371714256,72.41315328316668,64.49237192042058,51.864150831956884,48.643574695989564,38.55112149752384,74.5838229735766,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1170,178,218,0.8165137614678899,38804,159.73054324296464,137.62903308937223,133.56094732501805,68.82640276941117,69.44433520805309,72.9892353921806,143.64017455245164,7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1171,178,218,0.8165137614678899,38804,82.1721987423977,62.946500360787546,52.79739202144109,78.33033289629404,59.27134018400673,47.55883814458825,65.97203037487544,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1172,178,218,0.8165137614678899,38804,105.43902690444284,123.01512730646326,143.29965982888362,82.9811333146163,63.94235274685628,64.41556650861382,123.91793801326325,10,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1173,178,218,0.8165137614678899,38804,139.16152973920214,118.83488815586023,104.6790279352644,87.56699903477661,88.16663752103838,86.40729798197167,120.89181527677557,14,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
1174,178,218,0.8165137614678899,38804,159.29999484589217,142.62305432429648,135.19662921348313,85.74647071740414,84.7618490836923,86.78505933653857,145.70655946122392,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
1175,178,218,0.8165137614678899,38804,110.85630347386868,87.4887382744047,75.89122255437584,88.62881598375589,70.63320892495567,62.94729926333645,91.41208810088308,13,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1
1176,178,218,0.8165137614678899,38804,115.23366147819813,88.20441191629729,77.92938872281208,54.41889281349184,58.15401100612407,59.479086569376825,93.78915403910248,14,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1
1177,178,218,0.8165137614678899,38804,72.11385424183074,59.69366560148438,51.016286980723635,62.549798116434815,47.77492436064462,44.17941175845446,60.941268941346245,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1178,178,218,0.8165137614678899,38804,181.59383053293476,156.6081589526853,134.67897639418618,42.471296589486215,57.433733783677035,60.59258914943768,157.62698862660207,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1
1179,178,218,0.8165137614678899,38804,174.04710854551078,168.7041542109061,161.34197505411814,86.74277810150657,88.34410594843202,90.66761625425552,168.03107927017834,8,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1180,178,218,0.8165137614678899,38804,102.6245490155654,90.3254303680033,82.0746572518297,67.50388609585873,56.74751353473408,51.18170693700637,91.67487887846613,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
1181,178,218,0.8165137614678899,38804,79.69108854757242,62.177765178847544,58.983558396041644,65.05741560327552,60.73908854286289,60.031989786345434,66.95080404082053,9,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1182,178,218,0.8165137614678899,38804,153.53685187094115,122.00502525512833,100.59334089269147,59.34455420115909,61.13940170700468,58.83552875915023,125.37840600625366,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1183,178,218,0.8165137614678899,38804,104.10496340583445,74.75342748170291,60.539068137305435,71.37639794491285,64.46654431883528,59.47867913062806,79.79915300828094,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1184,178,218,0.8165137614678899,38804,81.78973817132254,99.87367281723533,123.97196165343779,81.52779083938239,70.17080027195698,76.35263526711263,101.87845754733189,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,178,218,0.8165137614678899,38804,113.20894753118235,84.0597103391403,67.66761158643439,82.08931037085517,64.12539832964454,55.685639029653395,88.312089818919,13,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
1186,178,218,0.8165137614678899,38804,216.54625811771982,201.45722090506135,195.97716730233998,62.219127459648476,72.49601469638613,76.06020186711937,204.66021544170704,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1187,178,218,0.8165137614678899,38804,130.68119266055047,107.8217709514483,80.20436037521905,57.75355773855641,50.03240146101932,44.37775107867172,106.23577466240594,10,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
1188,178,218,0.8165137614678899,38804,60.497809504174825,47.92632202865684,39.53672301824554,71.20389027761132,54.717061957471785,46.973703587446025,49.320284850359066,8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1189,178,218,0.8165137614678899,38804,87.88166168436244,64.64119678383672,63.96729718585713,65.81758585307125,52.152867021611506,52.917324771830074,72.16338521801876,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1190,178,218,0.8165137614678899,38804,76.10259251623543,60.91266364292341,55.58584166580765,71.41297806577518,55.61346013491391,49.68701262213616,64.20036594165549,10,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
1191,178,218,0.8165137614678899,38804,139.51169982476034,114.59432017317802,101.73634161426656,72.48478751004406,70.1875981409445,69.56663671915136,118.61412053740163,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1192,178,218,0.8165137614678899,38804,72.81659107308525,50.7020667972374,39.434748994948976,76.32888369889602,53.33482358381724,47.22816513603581,54.31780228842388,13,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1193,178,218,0.8165137614678899,38804,118.10099474281002,94.36166374600556,80.79677352850221,54.554417754064374,44.2280144992333,40.83711694652575,97.7531440057726,9,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
1194,178,218,0.8165137614678899,38804,135.47193588289866,101.49466549840223,91.33725904545923,64.59833243274828,51.63647830314669,45.99298183613848,109.43462014225338,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1195,178,218,0.8165137614678899,38804,79.39065560251521,90.30904030512319,114.94773734666529,43.13663916537425,40.74779876928741,63.19590982443211,94.88247775143456,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1196,178,218,0.8165137614678899,38804,173.38967632202866,159.92083290382436,141.21142150293784,55.522440837570855,53.26216945399329,51.22404293322674,158.17397690959695,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1197,178,218,0.8165137614678899,38804,140.15366972477065,110.29316565302545,95.69235130398928,77.73479330109353,79.89503134161279,84.28899916425645,115.37972889392847,11,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1198,178,218,0.8165137614678899,38804,126.243325430368,117.18078033192454,93.22384290279352,74.630798743224,69.40887418728298,61.82913151150784,112.21598288836202,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1199,178,218,0.8165137614678899,38804,211.87686836408616,184.43392433769714,161.80195340686527,53.28639647605425,63.799215129168104,70.9875094476191,186.03758203621615,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
1200,178,218,0.8165137614678899,38804,113.25662302855376,93.34604679929905,89.10601999793836,69.25406982032706,60.65630582584964,57.985584442488886,98.56956327526372,9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
1201,178,218,0.8165137614678899,38804,110.2041542109061,98.58331615297392,95.73355839604164,57.229084329968124,59.524476682879104,59.46630582270589,101.50700958664055,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
1202,178,218,0.8165137614678899,38804,167.1975054118132,152.97928048654776,141.7071951345222,70.4225148136898,66.77206521796829,66.14611363031823,153.96132701096107,11,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1203,178,218,0.8165137614678899,38804,127.09388207401298,100.42763632615194,87.87929079476342,82.20970094258512,66.28572614086494,59.82600803109352,105.13360306497611,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1204,178,218,0.8165137614678899,38804,102.13550149469127,81.98126481806,75.25757653850118,79.77030141516144,70.12418729391939,69.71050045647218,86.45811428375082,10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
1205,178,218,0.8165137614678899,38804,156.22832697660036,116.17678589836099,84.54520152561592,58.81855126194498,56.84078318194847,56.22885100282165,118.98343813352575,11,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1206,178,218,0.8165137614678899,38804,195.41642614163487,196.05844758272343,191.66065354087206,77.71165106014142,82.30390185534603,84.59437428791865,194.37850908841014,13,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
1207,178,218,0.8165137614678899,38804,129.48518194000619,108.31066384908772,87.3639315534481,49.49728945847537,40.133771504510406,42.209174779769995,108.38659244751399,8,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,178,218,0.8165137614678899,38804,128.76051437996082,79.28569219668076,66.51072054427378,92.38375593962691,72.37736462043027,60.57789264847763,91.51897570697179,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,178,218,0.8165137614678899,38804,86.7841717348727,70.28623337800227,61.64026904442841,74.28040096267344,58.41178564770213,52.66884813677839,72.90355805243446,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1210,178,218,0.8165137614678899,38804,96.14617049788681,80.55512318317699,49.3479538191939,46.421143431548764,40.220767142904364,27.032884146234125,75.34974916675257,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
1211,178,218,0.8165137614678899,38804,148.43297082774973,127.37246160189672,129.5113648077518,81.92122195100521,62.62442471250168,60.36617637111092,135.10559907913273,14,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0
1212,178,218,0.8165137614678899,38804,158.04143902690444,132.44005772600764,106.0257963096588,75.89581007106234,70.2462956073028,64.02548021481611,132.16909768752365,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1213,178,218,0.8165137614678899,38804,76.46433357385837,58.11918874342851,48.36246263271828,75.25303390829163,55.15358548412801,44.83009793353809,60.98199498333505,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1
1214,178,218,0.8165137614678899,38804,91.42799711369962,77.10063395526234,61.718508401195756,80.32488725303993,50.590997994145376,45.13275275543271,76.74904649005256,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1215,178,218,0.8165137614678899,38804,94.43773837748685,115.50646840531904,116.24585094320173,75.18863001748878,60.10552676250293,62.96360201246208,108.73001924200254,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1216,178,218,0.8165137614678899,38804,192.2134573755283,178.59671683331615,166.7951499845377,62.12830157360612,71.04360053179381,79.62870242993971,179.20177473112736,14,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1217,178,218,0.8165137614678899,38804,87.0259251623544,58.752113184207815,41.948562003917125,75.43703371042295,53.893182983218246,33.930262880567454,62.575533450159774,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1218,178,218,0.8165137614678899,38804,186.2791980208226,144.3550149469127,128.2062673951139,63.334613359302125,82.74490429343379,90.0713419487214,152.9468267876164,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
1219,178,218,0.8165137614678899,38804,118.57494072776002,101.39475311823523,96.19317596124111,76.94414687810365,62.1697159340051,61.26090316588712,105.38762326907879,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1220,178,218,0.8165137614678899,38804,94.53546026182867,107.94013503762498,92.58558396041646,56.88344596877859,44.79179345244893,50.44017072730194,98.35372641995671,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1
1221,178,218,0.8165137614678899,38804,60.320765900422636,44.591923513039895,35.63815586022059,52.08509022474828,42.13064888935713,39.17647922862499,46.85028175789438,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1222,178,218,0.8165137614678899,38804,110.72371405009793,93.30947840428821,86.7788114627358,65.3272121588457,61.39619403380799,61.438259156206215,96.93733463904066,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1223,178,218,0.8165137614678899,38804,149.17518812493557,138.86735903515103,133.81236470466962,52.72136123527275,68.15148261365094,63.311163250326075,140.61830395491873,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
1224,178,218,0.8165137614678899,38804,114.57156478713534,102.47647149778373,90.79932481187507,62.11423205303638,65.72039116928401,70.42319766205833,102.61578703226472,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1225,178,218,0.8165137614678899,38804,150.26090093804763,127.70564890217503,118.23564580971033,53.83639046622356,63.74351977909172,69.7927080139193,132.06739854997767,14,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1
1226,178,218,0.8165137614678899,38804,132.07370374188227,89.56172044119162,86.51234408823832,64.18283152425046,56.867032407142126,51.559923446243,102.71592275710407,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1227,178,218,0.8165137614678899,38804,159.30205648902174,135.65655602515204,131.278424904649,73.62671576121964,74.89732722779303,75.17900637216842,142.07901247294092,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1228,178,218,0.8165137614678899,38804,187.6720956602412,148.1622770848366,109.52195649932996,60.08200975093369,60.026877621923134,53.12472907043282,148.45210974813594,14,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1229,178,218,0.8165137614678899,38804,98.14591279249562,74.83568704257293,64.8687764148026,56.89446232596549,43.58243658868664,38.1528400979946,79.28345874995705,11,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1230,178,218,0.8165137614678899,38804,120.0416451912174,86.93500670034017,79.88640346356046,63.1120077370402,47.1698417628601,48.86448816840396,95.62101845170601,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1231,178,218,0.8165137614678899,38804,100.41310174208844,105.16848778476445,110.33089372229666,70.96190055410985,70.47005145754623,88.3857523329259,105.30416108304985,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
1232,178,218,0.8165137614678899,38804,92.16508607360066,73.03790846304504,49.1422276054015,37.79937246805532,32.940662400345566,26.33049213647553,71.4484073806824,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,178,218,0.8165137614678899,38804,208.54772703844964,186.7259303164622,163.8999329965983,38.175748312762344,51.04344736534917,66.38470718860091,186.3911967838367,12,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
1234,178,218,0.8165137614678899,38804,105.79388722812081,90.69299556746728,88.51025667456963,49.033103306072725,43.61123409879046,51.095827140038715,94.99904649005258,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1
1235,178,218,0.8165137614678899,38804,76.80141222554376,61.333470776208635,50.28419750541181,86.40613398225294,67.76710788765035,61.146185837024994,62.806360169054734,14,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1
1236,178,218,0.8165137614678899,38804,90.26590042263685,75.30128337284816,81.42794557262138,68.16231235568246,52.52377559530053,43.67068569638423,82.33170978936879,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1237,178,218,0.8165137614678899,38804,166.00989588702197,133.16253479022782,131.49824760333985,69.44349045192996,69.70875986757312,67.4227655814304,143.55689276019655,9,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1238,178,218,0.8165137614678899,38804,168.62658488815586,159.33857334295433,154.29878363055354,70.00880583114846,75.57581074907411,78.80179903495825,160.75464728722125,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1239,178,218,0.8165137614678899,38804,118.03422327595094,112.26667353881044,112.23044016080816,52.543691979490966,56.320322948181264,55.71734809904207,114.17711232518984,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,178,218,0.8165137614678899,38804,174.22794041851355,144.045871559633,107.23144521183383,58.210222281122455,52.58741191466732,52.58907170311543,141.83508572999347,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1241,178,218,0.8165137614678899,38804,59.94438717657973,51.669544376868366,54.426785898361,73.3285997941212,56.42846189113663,45.4577523839132,55.34690581726969,9,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
1242,178,218,0.8165137614678899,38804,82.53788269250593,65.32275023193485,57.25533450159777,86.49907111044516,70.52655489800449,63.03793470505788,68.37198914201285,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1243,178,218,0.8165137614678899,38804,170.85493763529533,142.42230182455418,132.7750231934852,55.77411258805264,61.080980807199495,67.22365154229351,148.68408755111156,13,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1
1244,178,218,0.8165137614678899,38804,109.01327182764663,93.07277600247397,97.75945778785692,42.562461654293536,52.653833721396616,57.487434655394196,99.94850187265918,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1245,178,218,0.8165137614678899,38804,125.14227914647975,101.65302546129266,96.0054891248325,64.17471358282475,40.61302945356344,41.38960893299719,107.60026457753497,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1
